output_filename,voice_prompt,style_prompt,voice_id,style_id,pitch,speed,loudness,arousal,valence
V0_S71.wav,"Voice: young, male, low pitch.","Style: fast speed, normal loudness, high arousal, positive valence.",V0,S71,low,fast,normal,high,positive
V0_S72.wav,"Voice: young, male, low pitch.","Style: fast speed, loud, low arousal, negative valence.",V0,S72,low,fast,loud,low,negative
V0_S73.wav,"Voice: young, male, low pitch.","Style: fast speed, loud, low arousal, neutral valence.",V0,S73,low,fast,loud,low,neutral
V0_S74.wav,"Voice: young, male, low pitch.","Style: fast speed, loud, low arousal, positive valence.",V0,S74,low,fast,loud,low,positive
V0_S75.wav,"Voice: young, male, low pitch.","Style: fast speed, loud, neutral arousal, negative valence.",V0,S75,low,fast,loud,neutral,negative
V0_S76.wav,"Voice: young, male, low pitch.","Style: fast speed, loud, neutral arousal, neutral valence.",V0,S76,low,fast,loud,neutral,neutral
V0_S77.wav,"Voice: young, male, low pitch.","Style: fast speed, loud, neutral arousal, positive valence.",V0,S77,low,fast,loud,neutral,positive
V0_S78.wav,"Voice: young, male, low pitch.","Style: fast speed, loud, high arousal, negative valence.",V0,S78,low,fast,loud,high,negative
V0_S79.wav,"Voice: young, male, low pitch.","Style: fast speed, loud, high arousal, neutral valence.",V0,S79,low,fast,loud,high,neutral
V0_S80.wav,"Voice: young, male, low pitch.","Style: fast speed, loud, high arousal, positive valence.",V0,S80,low,fast,loud,high,positive
V1_S0.wav,"Voice: young, male, low pitch, and bright texture.","Style: slow speed, quiet, low arousal, negative valence.",V1,S0,low,slow,quiet,low,negative
V1_S1.wav,"Voice: young, male, low pitch, and bright texture.","Style: slow speed, quiet, low arousal, neutral valence.",V1,S1,low,slow,quiet,low,neutral
V1_S2.wav,"Voice: young, male, low pitch, and bright texture.","Style: slow speed, quiet, low arousal, positive valence.",V1,S2,low,slow,quiet,low,positive
V1_S3.wav,"Voice: young, male, low pitch, and bright texture.","Style: slow speed, quiet, neutral arousal, negative valence.",V1,S3,low,slow,quiet,neutral,negative
V1_S4.wav,"Voice: young, male, low pitch, and bright texture.","Style: slow speed, quiet, neutral arousal, neutral valence.",V1,S4,low,slow,quiet,neutral,neutral
V1_S5.wav,"Voice: young, male, low pitch, and bright texture.","Style: slow speed, quiet, neutral arousal, positive valence.",V1,S5,low,slow,quiet,neutral,positive
V1_S6.wav,"Voice: young, male, low pitch, and bright texture.","Style: slow speed, quiet, high arousal, negative valence.",V1,S6,low,slow,quiet,high,negative
V1_S7.wav,"Voice: young, male, low pitch, and bright texture.","Style: slow speed, quiet, high arousal, neutral valence.",V1,S7,low,slow,quiet,high,neutral
V1_S8.wav,"Voice: young, male, low pitch, and bright texture.","Style: slow speed, quiet, high arousal, positive valence.",V1,S8,low,slow,quiet,high,positive
V1_S9.wav,"Voice: young, male, low pitch, and bright texture.","Style: slow speed, normal loudness, low arousal, negative valence.",V1,S9,low,slow,normal,low,negative
V1_S10.wav,"Voice: young, male, low pitch, and bright texture.","Style: slow speed, normal loudness, low arousal, neutral valence.",V1,S10,low,slow,normal,low,neutral
V1_S11.wav,"Voice: young, male, low pitch, and bright texture.","Style: slow speed, normal loudness, low arousal, positive valence.",V1,S11,low,slow,normal,low,positive
V1_S12.wav,"Voice: young, male, low pitch, and bright texture.","Style: slow speed, normal loudness, neutral arousal, negative valence.",V1,S12,low,slow,normal,neutral,negative
V1_S13.wav,"Voice: young, male, low pitch, and bright texture.","Style: slow speed, normal loudness, neutral arousal, neutral valence.",V1,S13,low,slow,normal,neutral,neutral
V1_S14.wav,"Voice: young, male, low pitch, and bright texture.","Style: slow speed, normal loudness, neutral arousal, positive valence.",V1,S14,low,slow,normal,neutral,positive
V1_S15.wav,"Voice: young, male, low pitch, and bright texture.","Style: slow speed, normal loudness, high arousal, negative valence.",V1,S15,low,slow,normal,high,negative
V1_S16.wav,"Voice: young, male, low pitch, and bright texture.","Style: slow speed, normal loudness, high arousal, neutral valence.",V1,S16,low,slow,normal,high,neutral
V1_S17.wav,"Voice: young, male, low pitch, and bright texture.","Style: slow speed, normal loudness, high arousal, positive valence.",V1,S17,low,slow,normal,high,positive
V1_S18.wav,"Voice: young, male, low pitch, and bright texture.","Style: slow speed, loud, low arousal, negative valence.",V1,S18,low,slow,loud,low,negative
V1_S19.wav,"Voice: young, male, low pitch, and bright texture.","Style: slow speed, loud, low arousal, neutral valence.",V1,S19,low,slow,loud,low,neutral
V1_S20.wav,"Voice: young, male, low pitch, and bright texture.","Style: slow speed, loud, low arousal, positive valence.",V1,S20,low,slow,loud,low,positive
V1_S21.wav,"Voice: young, male, low pitch, and bright texture.","Style: slow speed, loud, neutral arousal, negative valence.",V1,S21,low,slow,loud,neutral,negative
V1_S22.wav,"Voice: young, male, low pitch, and bright texture.","Style: slow speed, loud, neutral arousal, neutral valence.",V1,S22,low,slow,loud,neutral,neutral
V1_S23.wav,"Voice: young, male, low pitch, and bright texture.","Style: slow speed, loud, neutral arousal, positive valence.",V1,S23,low,slow,loud,neutral,positive
V1_S24.wav,"Voice: young, male, low pitch, and bright texture.","Style: slow speed, loud, high arousal, negative valence.",V1,S24,low,slow,loud,high,negative
V1_S25.wav,"Voice: young, male, low pitch, and bright texture.","Style: slow speed, loud, high arousal, neutral valence.",V1,S25,low,slow,loud,high,neutral
V1_S26.wav,"Voice: young, male, low pitch, and bright texture.","Style: slow speed, loud, high arousal, positive valence.",V1,S26,low,slow,loud,high,positive
V1_S27.wav,"Voice: young, male, low pitch, and bright texture.","Style: normal speed, quiet, low arousal, negative valence.",V1,S27,low,normal,quiet,low,negative
V1_S28.wav,"Voice: young, male, low pitch, and bright texture.","Style: normal speed, quiet, low arousal, neutral valence.",V1,S28,low,normal,quiet,low,neutral
V1_S29.wav,"Voice: young, male, low pitch, and bright texture.","Style: normal speed, quiet, low arousal, positive valence.",V1,S29,low,normal,quiet,low,positive
V1_S30.wav,"Voice: young, male, low pitch, and bright texture.","Style: normal speed, quiet, neutral arousal, negative valence.",V1,S30,low,normal,quiet,neutral,negative
V1_S31.wav,"Voice: young, male, low pitch, and bright texture.","Style: normal speed, quiet, neutral arousal, neutral valence.",V1,S31,low,normal,quiet,neutral,neutral
V1_S32.wav,"Voice: young, male, low pitch, and bright texture.","Style: normal speed, quiet, neutral arousal, positive valence.",V1,S32,low,normal,quiet,neutral,positive
V1_S33.wav,"Voice: young, male, low pitch, and bright texture.","Style: normal speed, quiet, high arousal, negative valence.",V1,S33,low,normal,quiet,high,negative
V1_S34.wav,"Voice: young, male, low pitch, and bright texture.","Style: normal speed, quiet, high arousal, neutral valence.",V1,S34,low,normal,quiet,high,neutral
V1_S35.wav,"Voice: young, male, low pitch, and bright texture.","Style: normal speed, quiet, high arousal, positive valence.",V1,S35,low,normal,quiet,high,positive
V1_S36.wav,"Voice: young, male, low pitch, and bright texture.","Style: normal speed, normal loudness, low arousal, negative valence.",V1,S36,low,normal,normal,low,negative
V1_S37.wav,"Voice: young, male, low pitch, and bright texture.","Style: normal speed, normal loudness, low arousal, neutral valence.",V1,S37,low,normal,normal,low,neutral
V1_S38.wav,"Voice: young, male, low pitch, and bright texture.","Style: normal speed, normal loudness, low arousal, positive valence.",V1,S38,low,normal,normal,low,positive
V1_S39.wav,"Voice: young, male, low pitch, and bright texture.","Style: normal speed, normal loudness, neutral arousal, negative valence.",V1,S39,low,normal,normal,neutral,negative
V1_S40.wav,"Voice: young, male, low pitch, and bright texture.","Style: normal speed, normal loudness, neutral arousal, neutral valence.",V1,S40,low,normal,normal,neutral,neutral
V1_S41.wav,"Voice: young, male, low pitch, and bright texture.","Style: normal speed, normal loudness, neutral arousal, positive valence.",V1,S41,low,normal,normal,neutral,positive
V1_S42.wav,"Voice: young, male, low pitch, and bright texture.","Style: normal speed, normal loudness, high arousal, negative valence.",V1,S42,low,normal,normal,high,negative
V1_S43.wav,"Voice: young, male, low pitch, and bright texture.","Style: normal speed, normal loudness, high arousal, neutral valence.",V1,S43,low,normal,normal,high,neutral
V1_S44.wav,"Voice: young, male, low pitch, and bright texture.","Style: normal speed, normal loudness, high arousal, positive valence.",V1,S44,low,normal,normal,high,positive
V1_S45.wav,"Voice: young, male, low pitch, and bright texture.","Style: normal speed, loud, low arousal, negative valence.",V1,S45,low,normal,loud,low,negative
V1_S46.wav,"Voice: young, male, low pitch, and bright texture.","Style: normal speed, loud, low arousal, neutral valence.",V1,S46,low,normal,loud,low,neutral
V1_S47.wav,"Voice: young, male, low pitch, and bright texture.","Style: normal speed, loud, low arousal, positive valence.",V1,S47,low,normal,loud,low,positive
V1_S48.wav,"Voice: young, male, low pitch, and bright texture.","Style: normal speed, loud, neutral arousal, negative valence.",V1,S48,low,normal,loud,neutral,negative
V1_S49.wav,"Voice: young, male, low pitch, and bright texture.","Style: normal speed, loud, neutral arousal, neutral valence.",V1,S49,low,normal,loud,neutral,neutral
V1_S50.wav,"Voice: young, male, low pitch, and bright texture.","Style: normal speed, loud, neutral arousal, positive valence.",V1,S50,low,normal,loud,neutral,positive
V1_S51.wav,"Voice: young, male, low pitch, and bright texture.","Style: normal speed, loud, high arousal, negative valence.",V1,S51,low,normal,loud,high,negative
V1_S52.wav,"Voice: young, male, low pitch, and bright texture.","Style: normal speed, loud, high arousal, neutral valence.",V1,S52,low,normal,loud,high,neutral
V1_S53.wav,"Voice: young, male, low pitch, and bright texture.","Style: normal speed, loud, high arousal, positive valence.",V1,S53,low,normal,loud,high,positive
V1_S54.wav,"Voice: young, male, low pitch, and bright texture.","Style: fast speed, quiet, low arousal, negative valence.",V1,S54,low,fast,quiet,low,negative
V1_S55.wav,"Voice: young, male, low pitch, and bright texture.","Style: fast speed, quiet, low arousal, neutral valence.",V1,S55,low,fast,quiet,low,neutral
V1_S56.wav,"Voice: young, male, low pitch, and bright texture.","Style: fast speed, quiet, low arousal, positive valence.",V1,S56,low,fast,quiet,low,positive
V1_S57.wav,"Voice: young, male, low pitch, and bright texture.","Style: fast speed, quiet, neutral arousal, negative valence.",V1,S57,low,fast,quiet,neutral,negative
V1_S58.wav,"Voice: young, male, low pitch, and bright texture.","Style: fast speed, quiet, neutral arousal, neutral valence.",V1,S58,low,fast,quiet,neutral,neutral
V1_S59.wav,"Voice: young, male, low pitch, and bright texture.","Style: fast speed, quiet, neutral arousal, positive valence.",V1,S59,low,fast,quiet,neutral,positive
V1_S60.wav,"Voice: young, male, low pitch, and bright texture.","Style: fast speed, quiet, high arousal, negative valence.",V1,S60,low,fast,quiet,high,negative
V1_S61.wav,"Voice: young, male, low pitch, and bright texture.","Style: fast speed, quiet, high arousal, neutral valence.",V1,S61,low,fast,quiet,high,neutral
V1_S62.wav,"Voice: young, male, low pitch, and bright texture.","Style: fast speed, quiet, high arousal, positive valence.",V1,S62,low,fast,quiet,high,positive
V1_S63.wav,"Voice: young, male, low pitch, and bright texture.","Style: fast speed, normal loudness, low arousal, negative valence.",V1,S63,low,fast,normal,low,negative
V1_S64.wav,"Voice: young, male, low pitch, and bright texture.","Style: fast speed, normal loudness, low arousal, neutral valence.",V1,S64,low,fast,normal,low,neutral
V1_S65.wav,"Voice: young, male, low pitch, and bright texture.","Style: fast speed, normal loudness, low arousal, positive valence.",V1,S65,low,fast,normal,low,positive
V1_S66.wav,"Voice: young, male, low pitch, and bright texture.","Style: fast speed, normal loudness, neutral arousal, negative valence.",V1,S66,low,fast,normal,neutral,negative
V1_S67.wav,"Voice: young, male, low pitch, and bright texture.","Style: fast speed, normal loudness, neutral arousal, neutral valence.",V1,S67,low,fast,normal,neutral,neutral
V1_S68.wav,"Voice: young, male, low pitch, and bright texture.","Style: fast speed, normal loudness, neutral arousal, positive valence.",V1,S68,low,fast,normal,neutral,positive
V1_S69.wav,"Voice: young, male, low pitch, and bright texture.","Style: fast speed, normal loudness, high arousal, negative valence.",V1,S69,low,fast,normal,high,negative
V1_S70.wav,"Voice: young, male, low pitch, and bright texture.","Style: fast speed, normal loudness, high arousal, neutral valence.",V1,S70,low,fast,normal,high,neutral
V1_S71.wav,"Voice: young, male, low pitch, and bright texture.","Style: fast speed, normal loudness, high arousal, positive valence.",V1,S71,low,fast,normal,high,positive
V1_S72.wav,"Voice: young, male, low pitch, and bright texture.","Style: fast speed, loud, low arousal, negative valence.",V1,S72,low,fast,loud,low,negative
V1_S73.wav,"Voice: young, male, low pitch, and bright texture.","Style: fast speed, loud, low arousal, neutral valence.",V1,S73,low,fast,loud,low,neutral
V1_S74.wav,"Voice: young, male, low pitch, and bright texture.","Style: fast speed, loud, low arousal, positive valence.",V1,S74,low,fast,loud,low,positive
V1_S75.wav,"Voice: young, male, low pitch, and bright texture.","Style: fast speed, loud, neutral arousal, negative valence.",V1,S75,low,fast,loud,neutral,negative
V1_S76.wav,"Voice: young, male, low pitch, and bright texture.","Style: fast speed, loud, neutral arousal, neutral valence.",V1,S76,low,fast,loud,neutral,neutral
V1_S77.wav,"Voice: young, male, low pitch, and bright texture.","Style: fast speed, loud, neutral arousal, positive valence.",V1,S77,low,fast,loud,neutral,positive
V1_S78.wav,"Voice: young, male, low pitch, and bright texture.","Style: fast speed, loud, high arousal, negative valence.",V1,S78,low,fast,loud,high,negative
V1_S79.wav,"Voice: young, male, low pitch, and bright texture.","Style: fast speed, loud, high arousal, neutral valence.",V1,S79,low,fast,loud,high,neutral
V1_S80.wav,"Voice: young, male, low pitch, and bright texture.","Style: fast speed, loud, high arousal, positive valence.",V1,S80,low,fast,loud,high,positive
V2_S0.wav,"Voice: young, male, low pitch, and dark texture.","Style: slow speed, quiet, low arousal, negative valence.",V2,S0,low,slow,quiet,low,negative
V2_S1.wav,"Voice: young, male, low pitch, and dark texture.","Style: slow speed, quiet, low arousal, neutral valence.",V2,S1,low,slow,quiet,low,neutral
V2_S2.wav,"Voice: young, male, low pitch, and dark texture.","Style: slow speed, quiet, low arousal, positive valence.",V2,S2,low,slow,quiet,low,positive
V2_S3.wav,"Voice: young, male, low pitch, and dark texture.","Style: slow speed, quiet, neutral arousal, negative valence.",V2,S3,low,slow,quiet,neutral,negative
V2_S4.wav,"Voice: young, male, low pitch, and dark texture.","Style: slow speed, quiet, neutral arousal, neutral valence.",V2,S4,low,slow,quiet,neutral,neutral
V2_S5.wav,"Voice: young, male, low pitch, and dark texture.","Style: slow speed, quiet, neutral arousal, positive valence.",V2,S5,low,slow,quiet,neutral,positive
V2_S6.wav,"Voice: young, male, low pitch, and dark texture.","Style: slow speed, quiet, high arousal, negative valence.",V2,S6,low,slow,quiet,high,negative
V2_S7.wav,"Voice: young, male, low pitch, and dark texture.","Style: slow speed, quiet, high arousal, neutral valence.",V2,S7,low,slow,quiet,high,neutral
V2_S8.wav,"Voice: young, male, low pitch, and dark texture.","Style: slow speed, quiet, high arousal, positive valence.",V2,S8,low,slow,quiet,high,positive
V2_S9.wav,"Voice: young, male, low pitch, and dark texture.","Style: slow speed, normal loudness, low arousal, negative valence.",V2,S9,low,slow,normal,low,negative
V2_S10.wav,"Voice: young, male, low pitch, and dark texture.","Style: slow speed, normal loudness, low arousal, neutral valence.",V2,S10,low,slow,normal,low,neutral
V2_S11.wav,"Voice: young, male, low pitch, and dark texture.","Style: slow speed, normal loudness, low arousal, positive valence.",V2,S11,low,slow,normal,low,positive
V2_S12.wav,"Voice: young, male, low pitch, and dark texture.","Style: slow speed, normal loudness, neutral arousal, negative valence.",V2,S12,low,slow,normal,neutral,negative
V2_S13.wav,"Voice: young, male, low pitch, and dark texture.","Style: slow speed, normal loudness, neutral arousal, neutral valence.",V2,S13,low,slow,normal,neutral,neutral
V2_S14.wav,"Voice: young, male, low pitch, and dark texture.","Style: slow speed, normal loudness, neutral arousal, positive valence.",V2,S14,low,slow,normal,neutral,positive
V2_S15.wav,"Voice: young, male, low pitch, and dark texture.","Style: slow speed, normal loudness, high arousal, negative valence.",V2,S15,low,slow,normal,high,negative
V2_S16.wav,"Voice: young, male, low pitch, and dark texture.","Style: slow speed, normal loudness, high arousal, neutral valence.",V2,S16,low,slow,normal,high,neutral
V2_S17.wav,"Voice: young, male, low pitch, and dark texture.","Style: slow speed, normal loudness, high arousal, positive valence.",V2,S17,low,slow,normal,high,positive
V2_S18.wav,"Voice: young, male, low pitch, and dark texture.","Style: slow speed, loud, low arousal, negative valence.",V2,S18,low,slow,loud,low,negative
V2_S19.wav,"Voice: young, male, low pitch, and dark texture.","Style: slow speed, loud, low arousal, neutral valence.",V2,S19,low,slow,loud,low,neutral
V2_S20.wav,"Voice: young, male, low pitch, and dark texture.","Style: slow speed, loud, low arousal, positive valence.",V2,S20,low,slow,loud,low,positive
V2_S21.wav,"Voice: young, male, low pitch, and dark texture.","Style: slow speed, loud, neutral arousal, negative valence.",V2,S21,low,slow,loud,neutral,negative
V2_S22.wav,"Voice: young, male, low pitch, and dark texture.","Style: slow speed, loud, neutral arousal, neutral valence.",V2,S22,low,slow,loud,neutral,neutral
V2_S23.wav,"Voice: young, male, low pitch, and dark texture.","Style: slow speed, loud, neutral arousal, positive valence.",V2,S23,low,slow,loud,neutral,positive
V2_S24.wav,"Voice: young, male, low pitch, and dark texture.","Style: slow speed, loud, high arousal, negative valence.",V2,S24,low,slow,loud,high,negative
V2_S25.wav,"Voice: young, male, low pitch, and dark texture.","Style: slow speed, loud, high arousal, neutral valence.",V2,S25,low,slow,loud,high,neutral
V2_S26.wav,"Voice: young, male, low pitch, and dark texture.","Style: slow speed, loud, high arousal, positive valence.",V2,S26,low,slow,loud,high,positive
V2_S27.wav,"Voice: young, male, low pitch, and dark texture.","Style: normal speed, quiet, low arousal, negative valence.",V2,S27,low,normal,quiet,low,negative
V2_S28.wav,"Voice: young, male, low pitch, and dark texture.","Style: normal speed, quiet, low arousal, neutral valence.",V2,S28,low,normal,quiet,low,neutral
V2_S29.wav,"Voice: young, male, low pitch, and dark texture.","Style: normal speed, quiet, low arousal, positive valence.",V2,S29,low,normal,quiet,low,positive
